fecha,Estimado,Indicador,Inferior,Superior,Domingo_semana
2020-03-18,0.242473607444919,C4,0.0,0.0,2020-03-15
2020-03-19,0.250000489165349,C4,0.0,0.0,2020-03-15
2020-03-20,0.242517775800283,C4,0.0,0.0,2020-03-15
2020-03-21,0.241483242530425,C4,0.0,0.0,2020-03-15
2020-03-22,0.238353101585158,C4,0.0,0.0,2020-03-22
2020-03-23,0.238881343184829,C4,0.0,0.0,2020-03-22
2020-03-24,0.262624498983734,C4,0.0,0.0,2020-03-22
2020-03-25,0.274474475974069,C4,0.0,0.0,2020-03-22
2020-03-26,0.281609248388978,C4,0.0,0.0,2020-03-22
2020-03-27,0.298707714732629,C4,0.0,0.0,2020-03-22
2020-03-28,0.31088412399507,C4,0.0,0.0,2020-03-22
2020-03-29,0.328354194460532,C4,0.0,0.0,2020-03-29
2020-03-30,0.343596341476078,C4,0.0,0.0,2020-03-29
2020-03-31,0.340522992061265,C4,0.0,0.0,2020-03-29
2020-04-01,0.338503776643851,C4,0.0,0.0,2020-03-29
2020-04-02,0.346291102100349,C4,0.0,0.0,2020-03-29
2020-04-03,0.346848509294925,C4,0.0,0.0,2020-03-29
2020-04-04,0.341795072506421,C4,0.0,0.0,2020-03-29
2020-04-05,0.34237110937278,C4,0.0,0.0,2020-04-05
2020-04-06,0.349369787733948,C4,0.0,0.0,2020-04-05
2020-04-07,0.366526274657877,C4,0.0,0.0,2020-04-05
2020-04-08,0.378314855005588,C4,0.0,0.0,2020-04-05
2020-04-09,0.375494214554286,C4,0.0,0.0,2020-04-05
2020-04-10,0.366820203740197,C4,0.0,0.0,2020-04-05
2020-04-11,0.376877091184325,C4,0.0,0.0,2020-04-05
2020-04-12,0.382711603206956,C4,0.0,0.0,2020-04-12
2020-04-13,0.386888459527427,C4,0.0,0.0,2020-04-12
2020-04-14,0.391065013870095,C4,0.0,0.0,2020-04-12
2020-04-15,0.400193357090085,C4,0.0,0.0,2020-04-12
2020-04-16,0.419404303663837,C4,0.0,0.0,2020-04-12
2020-04-17,0.438120058448241,C4,0.0,0.0,2020-04-12
2020-04-18,0.442856818054017,C4,0.0,0.0,2020-04-12
2020-04-19,0.442475684987759,C4,0.0,0.0,2020-04-19
2020-04-20,0.42602493077303,C4,0.0,0.0,2020-04-19
2020-04-21,0.415521639466619,C4,0.0,0.0,2020-04-19
2020-04-22,0.408657600757743,C4,0.0,0.0,2020-04-19
2020-04-23,0.394077075151274,C4,0.0,0.0,2020-04-19
2020-04-24,0.379872282281067,C4,0.0,0.0,2020-04-19
2020-04-25,0.360899393440989,C4,0.0,0.0,2020-04-19
2020-04-26,0.352762816853231,C4,0.0,0.0,2020-04-26
2020-04-27,0.357551019015714,C4,0.0,0.0,2020-04-26
2020-04-28,0.35971320322973,C4,0.0,0.0,2020-04-26
2020-04-29,0.361438201469527,C4,0.0,0.0,2020-04-26
2020-04-30,0.362123038509983,C4,0.0,0.0,2020-04-26
2020-05-01,0.358712317895806,C4,0.0,0.0,2020-04-26
2020-05-02,0.370518381477986,C4,0.0,0.0,2020-04-26
2020-05-03,0.384432486566693,C4,0.0,0.0,2020-05-03
2020-05-04,0.397598659356091,C4,0.0,0.0,2020-05-03
